                       Time(s)                         E(mV)                         I(mA)
                      6.730000                    346.438049                     -0.742900
                      6.740000                    348.535675                     -0.740356
                      6.750000                    350.549408                     -0.739084
                      6.760000                    352.647064                     -0.739084
                      6.770000                    354.576843                     -0.735691
                      6.780000                    356.674500                     -0.734080
                      6.790000                    358.436493                     -0.731451
                      6.800000                    360.534119                     -0.729924
                      6.810000                    362.547882                     -0.729331
                      6.820000                    364.477661                     -0.727889
                      6.830000                    366.407471                     -0.725854
                      6.840000                    368.589020                     -0.724666
                      6.850000                    370.518860                     -0.722292
                      6.860000                    372.532593                     -0.734334
                      6.870000                    374.462402                     -0.732045
                      6.880000                    376.560028                     -0.729585
                      6.890000                    378.573730                     -0.728737
                      6.900000                    380.419678                     -0.728059
                      6.910000                    382.517303                     -0.726447
                      6.920000                    384.531006                     -0.724158
                      6.930000                    386.544739                     -0.726278
                      6.940000                    388.558441                     -0.723564
                      6.950000                    390.739990                     -0.720596
                      6.960000                    392.585938                     -0.717712
                      6.970000                    394.599640                     -0.714659
                      6.980000                    396.361664                     -0.715507
                      6.990000                    398.375366                     -0.701344
                      7.000000                    400.305206                     -0.699479
                      7.010000                    402.570648                     -0.696680
                      7.020000                    404.668274                     -0.698631
                      7.030000                    406.262482                     -0.695832
                      7.040000                    408.444031                     -0.695153
                      7.050000                    410.457733                     -0.692864
                      7.060000                    412.555359                     -0.691337
                      7.070000                    414.485168                     -0.689471
                      7.080000                    416.582794                     -0.688199
                      7.090000                    418.344788                     -0.685231
                      7.100000                    420.442444                     -0.685231
                      7.110000                    422.372284                     -0.683365
                      7.120000                    424.637726                     -0.681584
                      7.130000                    426.567505                     -0.679464
                      7.140000                    428.581268                     -0.678701
                      7.150000                    430.678894                     -0.677259
                      7.160000                    432.608704                     -0.674206
                      7.170000                    434.454590                     -0.672764
                      7.180000                    436.720032                     -0.671831
                      7.190000                    438.649872                     -0.669796
                      7.200000                    440.579712                     -0.670135
                      7.210000                    442.677307                     -0.666913
                      7.220000                    444.607147                     -0.665895
                      7.230000                    446.788696                     -0.663775
                      7.240000                    448.550690                     -0.662079
                      7.250000                    450.648315                     -0.659534
                      7.260000                    452.745941                     -0.658347
                      7.270000                    454.591858                     -0.655972
                      7.280000                    456.437775                     -0.653937
                      7.290000                    458.535400                     -0.653598
                      7.300000                    460.465240                     -0.651986
                      7.310000                    462.562866                     -0.650460
                      7.320000                    464.492676                     -0.648933
                      7.330000                    466.506378                     -0.647237
                      7.340000                    468.687927                     -0.644015
                      7.350000                    470.533875                     -0.642234
                      7.360000                    472.379761                     -0.642149
                      7.370000                    474.645203                     -0.640113
                      7.380000                    476.407196                     -0.637654
                      7.390000                    478.588745                     -0.636297
                      7.400000                    480.518585                     -0.634177
                      7.410000                    482.364471                     -0.632226
                      7.420000                    484.462128                     -0.630869
                      7.430000                    486.475861                     -0.629173
                      7.440000                    488.573456                     -0.627477
                      7.450000                    490.671112                     -0.625272
                      7.460000                    492.768738                     -0.625272
                      7.470000                    494.530731                     -0.624509
                      7.480000                    496.628387                     -0.622134
                      7.490000                    498.642120                     -0.620523
                      7.500000                    500.571930                     -0.618742
                      7.510000                    502.501709                     -0.616113
                      7.520000                    504.767151                     -0.614841
                      7.530000                    506.780914                     -0.613654
                      7.540000                    508.626831                     -0.612466
                      7.550000                    510.472748                     -0.610940
                      7.560000                    512.318665                     -0.609752
                      7.570000                    514.500183                     -0.608226
                      7.580000                    516.346069                     -0.607039
                      7.590000                    518.359802                     -0.605427
                      7.600000                    520.373596                     -0.602629
                      7.610000                    522.471191                     -0.601441
                      7.620000                    524.568787                     -0.600254
                      7.630000                    526.750366                     -0.598812
                      7.640000                    528.764038                     -0.597286
                      7.650000                    530.609985                     -0.595844
                      7.660000                    532.623718                     -0.593639
                      7.670000                    534.553528                     -0.593215
                      7.680000                    536.567261                     -0.591688
                      7.690000                    538.664856                     -0.590332
                      7.700000                    540.510803                     -0.588805
                      7.710000                    542.440613                     -0.586685
                      7.720000                    544.538269                     -0.585667
                      7.730000                    546.468079                     -0.584904
                      7.740000                    548.565674                     -0.583971
                      7.750000                    550.327698                     -0.581427
                      7.760000                    552.677063                     -0.581088
                      7.770000                    554.522949                     -0.578374
                      7.780000                    556.620605                     -0.577017
                      7.790000                    558.550415                     -0.575066
                      7.800000                    560.648071                     -0.574727
                      7.810000                    562.577881                     -0.572776
                      7.820000                    564.507690                     -0.570656
                      7.830000                    566.353638                     -0.568790
                      7.840000                    568.283447                     -0.569384
                      7.850000                    570.464966                     -0.566077
                      7.860000                    572.478699                     -0.564720
                      7.870000                    574.492432                     -0.563108
                      7.880000                    576.673950                     -0.562006
                      7.890000                    578.435974                     -0.560055
                      7.900000                    580.617493                     -0.558359
                      7.910000                    582.463440                     -0.557172
                      7.920000                    584.728882                     -0.555730
                      7.930000                    586.574768                     -0.553186
                      7.940000                    588.672424                     -0.552253
                      7.950000                    590.434387                     -0.550811
                      7.960000                    592.364258                     -0.548776
                      7.970000                    594.461853                     -0.546401
                      7.980000                    596.727295                     -0.546147
                      7.990000                    598.741028                     -0.544536
                      8.000000                    600.502991                     -0.542755
                      8.010000                    602.432861                     -0.543263
                      8.020000                    604.446533                     -0.540295
                      8.030000                    606.628113                     -0.540465
                      8.040000                    608.641846                     -0.538514
                      8.050000                    610.487732                     -0.536818
                      8.060000                    612.585388                     -0.535546
                      8.070000                    614.682983                     -0.533171
                      8.080000                    616.361084                     -0.531136
                      8.090000                    618.542664                     -0.529864
                      8.100000                    620.388550                     -0.529610
                      8.110000                    622.570068                     -0.528592
                      8.120000                    624.583801                     -0.526387
                      8.130000                    626.597595                     -0.526013
                      8.140000                    628.527344                     -0.524972
                      8.150000                    630.625000                     -0.523219
                      8.160000                    632.722656                     -0.521918
                      8.170000                    634.484680                     -0.519963
                      8.180000                    636.414429                     -0.519291
                      8.190000                    638.679871                     -0.517773
                      8.200000                    640.525757                     -0.516850
                      8.210000                    642.455627                     -0.514760
                      8.220000                    644.553223                     -0.513535
                      8.230000                    646.399170                     -0.512100
                      8.240000                    648.580750                     -0.511270
                      8.250000                    650.510559                     -0.509365
                      8.260000                    652.356445                     -0.508333
                      8.270000                    654.537964                     -0.507527
                      8.280000                    656.803406                     -0.505253
                      8.290000                    658.733215                     -0.504330
                      8.300000                    660.579163                     -0.502526
                      8.310000                    662.592834                     -0.501083
                      8.320000                    664.606628                     -0.499715
                      8.330000                    666.620300                     -0.498524
                      8.340000                    668.466248                     -0.497433
                      8.350000                    670.563843                     -0.496761
                      8.360000                    672.409851                     -0.494529
                      8.370000                    674.423523                     -0.492885
                      8.380000                    676.521179                     -0.492138
                      8.390000                    678.702698                     -0.495855
                      8.400000                    680.548584                     -0.494278
                      8.410000                    682.562378                     -0.493279
                      8.420000                    684.995605                     -0.492364
                      8.430000                    686.589783                     -0.489847
                      8.440000                    688.435669                     -0.489058
                      8.450000                    690.533325                     -0.487422
                      8.460000                    692.463135                     -0.485920
                      8.470000                    694.476868                     -0.484552
                      8.480000                    696.490601                     -0.483747
                      8.490000                    698.336487                     -0.481993
                      8.500000                    700.518005                     -0.480189
                      8.510000                    702.363892                     -0.479224
                      8.520000                    704.629333                     -0.477932
                      8.530000                    706.643127                     -0.477109
                      8.540000                    708.740784                     -0.475498
                      8.550000                    710.670532                     -0.474760
                      8.560000                    712.768188                     -0.473249
                      8.570000                    714.614136                     -0.471731
                      8.580000                    716.627869                     -0.469322
                      8.590000                    718.725464                     -0.467460
                      8.600000                    720.823120                     -0.466318
                      8.610000                    722.417297                     -0.464917
                      8.620000                    724.682739                     -0.463969
                      8.630000                    726.528625                     -0.463516
                      8.640000                    728.542419                     -0.461443
                      8.650000                    730.472168                     -0.460713
                      8.660000                    732.569824                     -0.458523
                      8.670000                    734.667419                     -0.457449
                      8.680000                    736.597290                     -0.455796
                      8.690000                    738.443176                     -0.454688
                      8.700000                    740.624756                     -0.453447
                      8.710000                    742.470642                     -0.451945
                      8.720000                    744.568298                     -0.451013
                      8.730000                    746.414185                     -0.449645
                      8.740000                    748.595703                     -0.448353
                      8.750000                    750.609497                     -0.447036
                      8.760000                    752.707031                     -0.446490
                      8.770000                    754.804688                     -0.444829
                      8.780000                    756.734497                     -0.443377
                      8.790000                    758.580444                     -0.442093
                      8.800000                    760.510254                     -0.440885
                      8.810000                    762.859619                     -0.439828
                      8.820000                    764.621582                     -0.438158
                      8.830000                    766.551453                     -0.437436
                      8.840000                    768.481262                     -0.435917
                      8.850000                    770.662781                     -0.435145
                      8.860000                    772.676575                     -0.433669
                      8.870000                    774.522461                     -0.433845
                      8.880000                    776.703979                     -0.432024
                      8.890000                    778.382080                     -0.430631
                      8.900000                    780.731445                     -0.428542
                      8.910000                    782.577332                     -0.427124
                      8.920000                    784.423218                     -0.425924
                      8.930000                    786.604797                     -0.424363
                      8.940000                    788.534607                     -0.423171
                      8.950000                    790.380554                     -0.421418
                      8.960000                    792.645996                     -0.420973
                      8.970000                    794.407959                     -0.420042
                      8.980000                    796.505615                     -0.418514
                      8.990000                    798.435425                     -0.417541
                      9.000000                    800.616943                     -0.416870
                      9.010000                    802.798523                     -0.415947
                      9.020000                    804.644409                     -0.416182
                      9.030000                    806.574219                     -0.413958
                      9.040000                    808.587952                     -0.415066
                      9.050000                    810.685608                     -0.416735
                      9.060000                    812.699280                     -0.413194
                      9.070000                    814.964722                     -0.410753
                      9.080000                    816.642822                     -0.411155
                      9.090000                    818.740479                     -0.408739
                      9.100000                    820.670288                     -0.408059
                      9.110000                    822.516174                     -0.408218
                      9.120000                    824.446045                     -0.407153
                      9.130000                    826.627563                     -0.403654
                      9.140000                    828.557373                     -0.404342
                      9.150000                    830.571106                     -0.402345
                      9.160000                    832.584839                     -0.401296
                      9.170000                    834.514709                     -0.399777
                      9.180000                    836.528381                     -0.398879
                      9.190000                    838.458252                     -0.398309
                      9.200000                    840.639709                     -0.398300
                      9.210000                    842.569580                     -0.396538
                      9.220000                    844.583252                     -0.397914
                      9.230000                    846.596985                     -0.393895
                      9.240000                    848.526794                     -0.392938
                      9.250000                    850.624451                     -0.392552
                      9.260000                    852.638184                     -0.424145
                      9.270000                    854.567993                     -0.424052
                      9.280000                    856.581726                     -0.420788
                      9.290000                    858.511536                     -0.420042
                      9.300000                    860.860901                     -0.421015
                      9.310000                    862.622864                     -0.420092
                      9.320000                    864.636658                     -0.418338
                      9.330000                    866.482544                     -0.417247
                      9.340000                    868.412354                     -0.416299
                      9.350000                    870.258301                     -0.413538
                      9.360000                    872.439819                     -0.413211
                      9.370000                    874.537415                     -0.412473
                      9.380000                    876.299438                     -0.410610
                      9.390000                    878.564880                     -0.410249
                      9.400000                    880.578613                     -0.407363
                      9.410000                    882.844055                     -0.406339
                      9.420000                    884.438293                     -0.405542
                      9.430000                    886.535828                     -0.404040
                      9.440000                    888.633484                     -0.402722
                      9.450000                    890.647278                     -0.402638
                      9.460000                    892.744812                     -0.401296
                      9.470000                    894.758606                     -0.398409
                      9.480000                    896.604492                     -0.397897
                      9.490000                    898.450378                     -0.396622
                      9.500000                    900.715820                     -0.396286
                      9.510000                    902.310059                     -0.394558
                      9.520000                    904.659363                     -0.392762
                      9.530000                    906.673157                     -0.390757
                      9.540000                    908.519043                     -0.390027
                      9.550000                    910.784485                     -0.387694
                      9.560000                    912.630432                     -0.387434
                      9.570000                    914.560242                     -0.385839
                      9.580000                    916.406128                     -0.384572
                      9.590000                    918.755493                     -0.382970
                      9.600000                    920.937012                     -0.382651
                      9.610000                    922.531250                     -0.381283
                      9.620000                    924.544983                     -0.381224
                      9.630000                    926.642578                     -0.378833
                      9.640000                    928.656311                     -0.376651
                      9.650000                    930.502197                     -0.376148
                      9.660000                    932.767639                     -0.374620
                      9.670000                    934.529663                     -0.374931
                      9.680000                    936.375549                     -0.373823
                      9.690000                    938.724976                     -0.372539
                      9.700000                    940.654724                     -0.370668
                      9.710000                    942.584534                     -0.369754
                      9.720000                    944.598267                     -0.367992
                      9.730000                    946.528076                     -0.366305
                      9.740000                    948.877441                     -0.364803
                      9.750000                    950.471619                     -0.363611
                      9.760000                    952.485413                     -0.362269
                      9.770000                    954.666931                     -0.361220
                      9.780000                    956.764526                     -0.359802
                      9.790000                    958.610474                     -0.358510
                      9.800000                    960.624146                     -0.356764
